265040,-7.125,128.675,868
265050,-6.976,129.144,728
265060,-6.73,129.5,781
265070,-6.312,130.017,608
265080,-5.543,130.303,257
265090,-4.523,129.881,596
266010,-0.162,121.601,404
266020,0.75,124.42,1795
266030,1.112,124.737,1785
266040,1.13,124.758,1549
266070,1.23,124.83,1202
266100,1.358,124.792,1580
266110,1.352,124.865,1299
266120,1.454,125.031,1968
266130,1.518,125.185,1334
267010,2.3,125.37,725
267020,2.78,125.4,1784
267030,3.138,125.491,-5
267040,3.67,125.5,1320
268001,1.83,127.83,318
268010,1.693,127.894,1229
268020,1.63,127.67,1035
268030,1.488,127.63,1325
268040,1.38,127.53,1635
268050,1.25,127.47,979
268051,1.08,127.439,993
268052,0.9,127.32,630
268060,0.8,127.33,1715
268061,0.658,127.4,1730
268062,0.57,127.4,308
268063,0.45,127.4,950
268070,0.32,127.4,1357
268071,0.07,127.42,422
268072,-0.53,127.48,1030
268073,-0.77,127.72,900
269010,4.4,117.88,531
270010,6.013,121.057,811
271010,5.4,125.375,862
271011,6.113,124.892,1824
271020,6.37,125.07,2286
271030,6.989,125.269,2938
271031,7.382,126.047,1080
271040,7.647,124.32,1940
271050,7.65,124.45,2338
271060,7.7,124.5,2815
271061,7.95,124.8,2824
271070,7.877,125.068,646
271071,8.22,123.63,2404
271072,8.77,124.98,2450
271080,9.203,124.673,1552
271090,9.593,125.52,664
272010,9.25,123.17,1862
272020,10.412,123.132,2435
272030,10.65,123.25,1885
272040,10.77,123.23,1510
272050,10.285,125.218,912
272070,10.882,124.888,860
272080,11.523,124.535,1301
273010,12.77,124.05,1565
273020,13.05,123.958,1102
273030,13.257,123.685,2462
273031,13.32,123.6,1328
273041,13.457,123.457,1196
273042,13.658,123.38,1966
273044,13.24,122.018,1157
273050,14.07,121.48,2158
273060,14.12,121.3,1090
273070,14.002,120.993,311
273080,14.42,121.27,743
273081,14.52,120.47,1388
273082,14.72,120.4,1253
273083,15.13,120.35,1486
273084,15.2,120.742,1026
273085,15.828,120.805,376
273086,16.33,120.55,2260
273087,17.147,120.98,1865
273088,17.32,121.1,2329
273090,18.222,122.123,1133
273801,13.416,123.608,1548
273804,14.02,122.792,1544
273806,13.723,120.893,501
274010,18.83,121.86,712
274020,19.077,122.202,228
274030,19.523,121.94,1080
274050,20.33,121.75,-24
274060,20.469,122.01,1009
275001,19.7,110.1,0
275010,20.78,110.17,259
275020,15.38,109.12,181
275030,14.93,108,800
275040,11.6,108.2,1000
275050,10.8,107.2,392
275060,10.158,109.014,-20
275070,9.83,109.05,0
275080,20.92,95.25,1518
275090,22.28,95.1,385
275100,22.7,95.98,507
275110,25.23,98.5,2865
281020,21.83,121.18,-115
281030,24,121.83,0
281031,24.841,121.953,361
281032,25.17,121.52,1120
282010,24.57,123.93,-200
282020,27.881,128.223,212
282021,28.797,128.997,495
282022,29.461,129.597,584
282030,29.638,129.714,796
282040,29.859,129.857,979
282041,29.879,129.625,301
282043,29.968,129.926,628
282050,30.443,130.217,657
282060,30.789,130.308,704
282070,31.22,130.57,924
282080,31.593,130.657,1117
282081,31.771,130.592,40
282090,31.934,130.862,1700
282091,32.657,128.849,315
282100,32.761,130.299,1483
282110,32.884,131.104,1592
282120,33.086,131.249,1791
282130,33.282,131.39,1584
283001,34.5,131.6,641
283002,35.139,132.621,1126
283003,36.176,133.334,151
283010,34.9,139.098,1406
283020,35.233,139.021,1438
283030,35.361,138.728,3776
283031,36.087,138.32,2480
283040,35.893,137.48,3067
283050,36.155,136.771,2702
283060,36.106,137.554,3026
283069,36.2,137.573,2109
283070,36.227,137.587,2455
283071,36.408,137.594,2924
283080,36.571,137.59,2621
283090,36.921,138.036,2400
283100,36.891,138.114,2454
283110,36.406,138.523,2568
283120,36.618,138.528,2165
283121,36.688,138.519,2041
283122,36.477,138.851,1449
283130,36.56,139.193,1828
283131,36.955,139.285,2356
283140,36.799,139.376,2578
283141,36.762,139.494,2486
283142,36.795,139.507,2341
283143,36.9,139.777,1795
283150,37.125,139.963,1915
283151,37.444,139.566,835
283160,37.601,140.072,1816
283170,37.647,140.281,1728
283180,37.735,140.244,1949
283190,38.144,140.44,1841
283191,38.599,140.162,552
283200,38.729,140.734,470
283210,38.961,140.788,1627
283220,39.099,140.049,2236
283230,39.761,140.799,1637
283240,39.853,141.001,2038
283250,39.958,140.854,1613
283260,39.964,140.757,1366
283262,39.95,139.73,291
283270,40.656,140.303,1625
283271,40.51,140.88,1011
283280,40.659,140.877,1585
283290,41.276,141.124,878
283879,38.83,140.695,769
283892,41.436,141.056,781
284010,34.724,139.394,758
284011,34.52,139.279,508
284020,34.397,139.27,432
284030,34.219,139.153,572
284040,34.094,139.526,775
284041,33.874,139.602,851
284042,33.4,139.68,-107
284050,33.137,139.766,854
284060,32.458,139.759,423
284061,32.1,139.85,-360
284070,31.888,139.918,11
284080,31.44,140.051,136
284090,30.484,140.303,394
284091,29.794,140.342,99
284093,28.575,140.633,-991
284094,28.327,140.572,-933
284095,27.68,140.8,-590
284096,27.247,140.874,25
284097,26.667,140.929,-165
284100,26.06,140.933,-173
284110,25.424,141.284,792
284120,24.751,141.289,169
284121,24.417,141.417,-73
284130,24.285,141.481,-29
284131,23.5,141.935,-107
284132,23.078,142.326,-392
284133,21.93,143.47,-217
284134,21.765,143.71,-598
284135,21.6,143.637,-274
284136,21.485,144.043,-1535
284137,21.324,144.194,-323
284140,20.538,144.896,360
284141,20.42,145.03,-75
284142,20.13,145.1,-8
284143,20.02,145.22,227
284150,19.671,145.406,857
284160,18.77,145.67,965
284170,18.13,145.8,570
284180,17.6,145.83,744
284190,17.307,145.845,287
284191,16.88,145.85,0
284192,16.708,145.78,538
284193,16.58,145.78,-184
284200,16.35,145.67,790
284201,15.93,145.67,-127
284202,15.62,145.57,-230
284210,15,145.25,-43
284211,14.601,144.775,-517
284220,13.4,143.92,0
284230,13.25,144.02,-1230
284305,15.406,144.506,-4100
285010,41.51,139.367,732
285011,41.805,141.166,618
285020,42.063,140.677,1131
285030,42.544,140.839,733
285031,42.88,140.63,1308
285032,42.827,140.811,1898
285034,42.491,141.16,549
285040,42.688,141.38,1320
285041,45.179,141.242,1721
285050,43.418,142.686,2077
285060,43.664,142.854,2291
285061,43.453,143.036,2013
285062,43.312,143.096,1401
285070,43.384,144.013,1499
285080,43.608,144.443,574
285081,43.572,144.561,857
285082,44.076,145.122,1660
285083,44.044,145.086,1046
285090,44.133,145.161,1562
285805,42.12,140.45,356
290010,43.844,145.504,535
290020,43.979,145.733,882
290021,44.454,146.139,1486
290030,44.353,146.252,1822
290040,44.462,146.932,1221
290041,44.608,146.994,528
290050,44.808,147.131,1206
290060,44.833,147.342,1634
290061,45.022,147.019,-195
290070,45.012,147.871,1158
290072,45.026,147.922,1208
290080,45.1,148.019,1125
290090,45.338,147.92,1587
290091,45.25,148.35,442
290100,45.389,148.838,1124
290110,45.5,148.85,1205
290111,45.77,149.68,1426
290112,45.874,149.819,532
290113,45.93,149.92,998
290120,46.042,150.083,1328
290150,46.525,150.875,742
290160,46.47,151.28,-502
290161,46.815,151.786,1504
290180,46.925,151.95,624
290190,47.02,152.12,1360
290191,47.12,152.25,678
290200,47.35,152.475,1172
290210,47.52,152.8,401
290211,47.6,152.92,36
290220,47.77,153.02,956
290230,48.08,153.33,-150
290240,48.092,153.2,1496
290250,48.292,153.25,551
290260,48.98,153.48,724
290270,48.958,153.93,1170
290290,48.875,154.175,934
290300,49.12,154.508,1145
290310,49.35,154.7,1325
290320,49.57,154.808,1018
290331,50.2,154.98,761
290340,50.267,155.246,1742
290350,50.148,155.373,1326
290360,50.324,155.461,1781
290370,50.55,155.97,1183
290380,50.686,156.014,1103
290390,50.861,155.565,2285
290808,48.75,154.02,828
300001,51.1,156.72,503
300010,51.306,156.875,2116
300020,51.356,156.753,1822
300021,51.533,156.629,646
300022,51.452,156.978,1040
300023,51.45,157.12,81
300030,51.498,157.203,1555
300040,51.577,157.328,1926
300041,51.65,157.35,900
300042,51.75,157.27,892
300050,51.844,157.572,1079
300051,51.88,157.38,562
300052,52.02,157.53,681
300053,52.062,157.711,2039
300054,52.113,157.849,1322
300055,52.146,157.322,719
300056,52.22,157.428,791
300057,52.263,157.787,858
300058,52.355,157.827,1910
300059,52.43,157.93,1234
